nodegoat ID,Object ID,Name,Region,[GPS Location] Geometry
ngUB3Y48gVBMhVrIeUD25jrJvUI,12530934,Castrovillari - Santa Maria del Castello,Calabria,"{""type"": ""Point"", ""coordinates"": [16.21408088109046, 39.80716282801542]}"
ngVC3Z58hWMNiWsRfVO36ksqwWJ,12530935,Castrovillari - Belloluco,Calabria,"{""type"": ""Point"", ""coordinates"": [16.2103, 39.804733]}"
ngYF3C88kAFQ1ZvQiYR6jnvRzZs,12530938,Spezzano Albanese - San Lorenzo,Calabria,"{""type"": ""Point"", ""coordinates"": [16.289744, 39.712625]}"
ngZG3D98lBQR1AwZjBI70owyaZt,12530939,Roggiano Gravina - La Prunetta,Calabria,"{""type"": ""Point"", ""coordinates"": [16.238978, 39.654882]}"
ngAH4E08mBnS2BxukCJ85pxPbCO,12530940,Corigliano Calabro - Serra Castello,Calabria,"{""type"": ""Point"", ""coordinates"": [16.411705, 39.651188]}"
ngBI4F18nCyT4CyTlC29mqywcCP,12530941,Castiglione di Paludi,Calabria,"{""type"": ""Point"", ""coordinates"": [16.697502, 39.542747]}"
ngKR5W08wKhC3LhSuLD85zhZlMY,12530950,Rossano - Bucita,Calabria,"{""type"": ""Point"", ""coordinates"": [16.702391, 39.578036]}"
ngOV5A48aPbGyPleyPH2bdlTpOC,12530954,Rossano - Varia Sant'Antonio,Calabria,"{""type"": ""Point"", ""coordinates"": [16.636157, 39.581802]}"
ngUB6C08gUrM2VroeV183jrZvUI,12530960,Bisignano - Castello,Calabria,"{""type"": ""Point"", ""coordinates"": [16.286105, 39.513413]}"
ngVC6D18hVCN2WslfXO9gksIwVJ,12530961,Bisignano - Mastrodalfio Pietà,Calabria,"{""type"": ""Point"", ""coordinates"": [16.27749, 39.513612]}"
ngXE6F38jYkP8YuBhY417muMyXL,12530963,Bisignano - Acqua del Fico,Calabria,"{""type"": ""Point"", ""coordinates"": [16.279841, 39.501185]}"
ngZG6H58lAwRjAwNjBS36owyaZt,12536165,Torano Castello - Cozzo La Torre,Calabria,"{""type"": ""Point"", ""coordinates"": [16.206191, 39.488698]}"
ngGN7a28sGdY3HdUqHf04vdDhIU,12536172,Serra Aiello - Cozzo Piano Grande,Calabria,"{""type"": ""Point"", ""coordinates"": [16.11816, 39.078674]}"
ngIP7c48uIZA4JfUsI526xfzjJc,12536174,Serra Aiello - Chiane,Calabria,"{""type"": ""Point"", ""coordinates"": [16.125778, 39.089362]}"
ngJQ7z58vJQBtKgdtKi35ygOkJX,12536175,Cleto - Pantano,Calabria,"{""type"": ""Point"", ""coordinates"": [16.158434, 39.091032]}"
ngKR7a68wKBCuLhYuKj40zhjlKe,12536176,Serra Aiello - Imbelli,Calabria,"{""type"": ""Point"", ""coordinates"": [16.111072, 39.075598]}"
ngNU7d98zOUF9OkJxNW71ckCoPB,12536179,Tropea - Piazza della Cattedrale,Calabria,"{""type"": ""Point"", ""coordinates"": [15.898789999999998, 38.67821]}"
ngQX8g28cQnIdRnkaSZ0cfnDrQE,12536182,Mesiano Vecchio,Calabria,"{""type"": ""Point"", ""coordinates"": [16.003125, 38.63392]}"
ngTA8r58fUKL5UqBdU630iqCuTn,12536185,Calanna,Calabria,"{""type"": ""Point"", ""coordinates"": [15.72632, 38.186233]}"
ngVC8t78hVsN8WsNfV850ksqwWJ,12536187,Reggio Calabria - Porto,Calabria,"{""type"": ""Point"", ""coordinates"": [15.653022, 38.124003]}"
ngXE8v98jZOP3YuvhXG79muMyZL,12536189,Valanidi,Calabria,"{""type"": ""Point"", ""coordinates"": [15.684217999999998, 38.05473]}"
ngYF9w08kZlQ4ZvMiZR81nvNzAM,12536190,Occhio di Pellaro,Calabria,"{""type"": ""Point"", ""coordinates"": [15.658194999999996, 38.04098]}"
ngZG9x18lAwR5AwHjZy92owWaZN,12536191,Locri - Pirettina,Calabria,"{""type"": ""Point"", ""coordinates"": [16.231539, 38.216752]}"
ngAH9u28mBnS2BxqkAJ0mpxFbBO,12536192,Sant'Ilario dello Ionio - Timpe della Monaca,Calabria,"{""type"": ""Point"", ""coordinates"": [16.189771, 38.223057]}"
ngGN9a88sINY1HdGqHZ62vdThGU,12536198,Stilo - Franchi (Abitato),Calabria,"{""type"": ""Point"", ""coordinates"": [16.477442, 38.445346]}"
ngOV0G28aOFG3PlmyOH07dlTpPC,12536202,Stilo - Franchi (Necropoli),Calabria,"{""type"": ""Point"", ""coordinates"": [16.472921, 38.446712]}"
ngSZ0K68eTJK0TpmcUB41hpHtTG,12536206,Stilo - Bavolungi,Calabria,"{""type"": ""Point"", ""coordinates"": [16.493312, 38.444554]}"
ngTA0L78fTgL2UqTdU85fiqkuUn,12536207,Stilo - Napi,Calabria,"{""type"": ""Point"", ""coordinates"": [16.48643, 38.454348]}"
ngMT2E68yOTE1NjIwMF4zbjJnMA,12536226,Stilo - Pubbliche,Calabria,"{""type"": ""Point"", ""coordinates"": [16.494926, 38.485978]}"
ngNU2F78zPEF1OkNxO857ckKoPB,12536227,Gagliato,Calabria,"{""type"": ""Point"", ""coordinates"": [16.476655, 38.679416]}"
ngQX3M08cRHIbRnoaQ182fnlrQE,12536230,Crichi - Colle Petrosa,Calabria,"{""type"": ""Point"", ""coordinates"": [16.637514, 38.946678]}"
ngVC3Z58hWMNiWsNfW63hksKwWJ,12536235,Monte Tiriolo,Calabria,"{""type"": ""Point"", ""coordinates"": [16.50772, 38.94616]}"
ngAH4E08mBnS2BxykB180pxPbAO,12536240,Strongoli - Popolo e Via Nazionale,Calabria,"{""type"": ""Point"", ""coordinates"": [17.05441, 39.2665]}"
ngIP4I88uKPA0JfIsIh69xfdjJW,12545848,Zephyrion,Ionia,"{""type"": ""Point"", ""coordinates"": [27.120404857047337, 37.632113547615575]}"
ngMT5Y28yMDE4NjkwMl02bjdnMg,12545852,Atburgazı,Ionia,"{""type"": ""Point"", ""coordinates"": [27.24134851399164, 37.64139139986207]}"
ngCJ6s88oETUmDzsmEV60rzDdDw,12547768,Davutlar,Ionia,"{""type"": ""Point"", ""coordinates"": [27.293316, 37.72956]}"
ngLS7X78xNSDvMiTvM852aiYmNZ,12547777,Tuzburgazı,Ionia,"{""type"": ""Point"", ""coordinates"": [27.196318067067583, 37.6515017307507]}"
ngPW8f18bPcHcQmPzQY96emQqQj,12547781,Naulochon,Ionia,"{""type"": ""Point"", ""coordinates"": [27.20337705982662, 37.624644969255506]}"
ngFM4F58rGWXrGcRpHO38ucUgFT,12549845,Kazarma - Lessa,Argolid,"{""type"": ""Point"", ""coordinates"": [22.94132, 37.591166]}"
ngHO4L78tHYZ8IexrHg59weQiHb,12549847,Kephalari,Peloponnese,"{""type"": ""Point"", ""coordinates"": [22.69114, 37.59852]}"
ngCJ6s88oETUmDzamCV6mrzRdEQ,12557068,Yuvaca,Ionia,"{""type"": ""Point"", ""coordinates"": [27.25213132200402, 37.66096896876956]}"
ngKR2K48wKBCxLhYuL52wzhXlKY,12557124,Bal Dere,Ionia,"{""type"": ""Point"", ""coordinates"": [27.219964616320443, 37.68941064963461]}"
ngBI4F18nCIT2CyPlBU9mqyGcBP,12692241,Söke,Ionia,"{""type"": ""Point"", ""coordinates"": [27.401990915330185, 37.75921773151145]}"
ngGN7w28sHdY6HdYqGf05vdThGU,12692272,Horoz Tepe,Ionia,"{""type"": ""Point"", ""coordinates"": [27.1983464272953, 37.699712783554176]}"
ngOV8A08aQFGzPlmyQX8bdlPpPi,12692280,Kadurla Bay,Ionia,"{""type"": ""Point"", ""coordinates"": [27.065799330413967, 37.68634309203589]}"
ngVC8N78hVMNfWsZfXO52ksEwWL57,12694987,Naxos,Sicily,"{""type"": ""Point"", ""coordinates"": [15.267130000000002, 37.82755]}"
ngWD8u88iWjOhXtqgXF6gltPxWq,12694988,Megara Hyblaia,Sicily,"{""type"": ""Point"", ""coordinates"": [15.181980000000001, 37.20393]}"
ngXE8v98jXkP4YurhXG7jmuQyYr,12694989,Leontinoi,Sicily,"{""type"": ""Point"", ""coordinates"": [14.998929, 37.285056]}"
ngYF1o28kAFQ2ZvKiZx02nvtzJM,12695012,Herakleia Minoa,Sicily,"{""type"": ""Point"", ""coordinates"": [13.28045, 37.39382]}"
ngZG1L38lAGRjAwRjBI15oykaAt,12695013,Himera,Sicily,"{""type"": ""Point"", ""coordinates"": [13.866670000000001, 37.96667]}"
ngAH1S48mBRS7BxOkCJ27pxNbLO,12695014,Kasmenai,Sicily,"{""type"": ""Point"", ""coordinates"": [14.8, 37.1]}"
ngBI1X58nCITnCyFlBa39qyGcMP,12695015,Selinous,Sicily,"{""type"": ""Point"", ""coordinates"": [12.824505, 37.582967]}"
ngEL1E88qEVW1FbAoFd63tbdfEy,12695018,Akragas,Sicily,"{""type"": ""Point"", ""coordinates"": [13.578629000000001, 37.311816]}"
ngFM1F98rFMX3GcXpFe74ucegGz,12695019,Kamarina,Sicily,"{""type"": ""Point"", ""coordinates"": [14.441500000000001, 36.87316]}"
ngGN2G08sGdY4HdeqHf85vdThIU,12695020,Tauromenion,Sicily,"{""type"": ""Point"", ""coordinates"": [15.28851, 37.85358]}"
ngFM1F98rFMX3GcTpHO70ucagFT,12695619,Suratkaya,Karia,"{""type"": ""Point"", ""coordinates"": [27.663324249105095, 37.5065178563224]}"
ngSZ0K68eSJKcTpEcTB4chpPtUG,12971706,Didyma - Micro-quarry 2,Ionia,"{""type"": ""Point"", ""coordinates"": [27.236223220825195, 37.35187406112252]}"
ngVC0D98hVsNfWsJfV070ksSwGJ,12971709,Alt Teichioussa - Kömür Adası,Karia,"{""type"": ""Point"", ""coordinates"": [27.399806049322052, 37.41057937071515]}"
ngBI4F18nCITnCyTlBa95qyUcCv,12978541,Doğanbeleni,Karia,"{""type"": ""Point"", ""coordinates"": [27.46925664323352, 37.37106552379731]}"
ngNU0F18zNaFyOklxPG9zckAoOB,12978701,Hassan Efendim Tepe,Karia,"{""type"": ""Point"", ""coordinates"": [27.47769271658306, 37.34490150313462]}"
ngWD1I08iWNO0XtKgW18iltBxHK,12978710,Cami Tepe,Karia,"{""type"": ""Point"", ""coordinates"": [27.494803000000005, 37.375168]}"
ngYF1s28kYlQkZvUiZx04nvNzJM,12978712,Erenler,Karia,"{""type"": ""Point"", ""coordinates"": [27.511461301343026, 37.35467336965525]}"
ngHO2D18tIOZ2IeHrIA96weUiJV,12978721,Akbük,Karia,"{""type"": ""Point"", ""coordinates"": [27.453560392795005, 37.40096544585353]}"
ngAH6I68mBRS6BxqkCJ47pxvbCO,12978766,Güllük,Karia,"{""type"": ""Point"", ""coordinates"": [27.61393152110052, 37.23728135079433]}"
ngFM7v18rGMX2GcBpFY95ucSgGT,12978771,Ziraat Ada,Karia,"{""type"": ""Point"", ""coordinates"": [27.55337577859454, 37.24989238778629]}"
ngWD6E28iYNO3XtIgWv0gltTxXK,12979262,Hörgüz Tepe,Karia,"{'object': {'nodegoat_id': 'ngWD6E28iYNO3XtIgWv0gltTxXK', 'object_id': 12979262, 'object_name': 'Hörgüz Tepe', 'object_name_plain': None, 'object_name_style': [], 'object_style': [], 'object_sources': [], 'object_version': '', 'object_dating': '2022-12-13T16:05:00Z'}, 'object_definitions': {'35464': {'object_description_id': 35464, 'object_definition_ref_object_id': None, 'object_definition_value': 'Hörgüz Tepe', 'object_definition_sources': [], 'object_definition_style': []}, '35470': {'object_description_id': 35470, 'object_definition_ref_object_id': 11945194, 'object_definition_value': 'Western Anatolia', 'object_definition_sources': [], 'object_definition_style': []}, '37737': {'object_description_id': 37737, 'object_definition_ref_object_id': 12409556, 'object_definition_value': 'Karia', 'object_definition_sources': [], 'object_definition_style': []}, '45617': {'object_description_id': 45617, 'object_definition_ref_object_id': [13960731], 'object_definition_value': ['Hillside'], 'object_definition_sources': [], 'object_definition_style': []}, '35469': {'object_description_id': 35469, 'object_definition_ref_object_id': None, 'object_definition_value': 'A small hill in the Milesian peninsula.', 'object_definition_sources': [], 'object_definition_style': []}, '45313': {'object_description_id': 45313, 'object_definition_ref_object_id': [13814002], 'object_definition_value': ['Survey'], 'object_definition_sources': [], 'object_definition_style': []}, '38059': {'object_description_id': 38059, 'object_definition_ref_object_id': [], 'object_definition_value': [], 'object_definition_sources': [], 'object_definition_style': []}, '45314': {'object_description_id': 45314, 'object_definition_ref_object_id': [], 'object_definition_value': [], 'object_definition_sources': [], 'object_definition_style': []}}, 'object_subs': []}"
ngBI6v78nBST9CyJlBK51qyQcCP,12979267,Kaşık-Tal,Karia,"{'object': {'nodegoat_id': 'ngBI6v78nBST9CyJlBK51qyQcCP', 'object_id': 12979267, 'object_name': 'Kaşık-Tal', 'object_name_plain': None, 'object_name_style': [], 'object_style': [], 'object_sources': [], 'object_version': '', 'object_dating': '2022-12-13T15:56:41Z'}, 'object_definitions': {'35464': {'object_description_id': 35464, 'object_definition_ref_object_id': None, 'object_definition_value': 'Kaşık-Tal', 'object_definition_sources': [], 'object_definition_style': []}, '35470': {'object_description_id': 35470, 'object_definition_ref_object_id': 11945194, 'object_definition_value': 'Western Anatolia', 'object_definition_sources': [], 'object_definition_style': []}, '37737': {'object_description_id': 37737, 'object_definition_ref_object_id': 12409556, 'object_definition_value': 'Karia', 'object_definition_sources': [], 'object_definition_style': []}, '45617': {'object_description_id': 45617, 'object_definition_ref_object_id': [13960731], 'object_definition_value': ['Hillside'], 'object_definition_sources': [], 'object_definition_style': []}, '35469': {'object_description_id': 35469, 'object_definition_ref_object_id': None, 'object_definition_value': 'Located on a slightly elevated terrain.', 'object_definition_sources': [], 'object_definition_style': []}, '45313': {'object_description_id': 45313, 'object_definition_ref_object_id': [13814002], 'object_definition_value': ['Survey'], 'object_definition_sources': [], 'object_definition_style': []}, '38059': {'object_description_id': 38059, 'object_definition_ref_object_id': [], 'object_definition_value': [], 'object_definition_sources': [], 'object_definition_style': []}, '45314': {'object_description_id': 45314, 'object_definition_ref_object_id': [], 'object_definition_value': [], 'object_definition_sources': [], 'object_definition_style': []}}, 'object_subs': []}"
ngNU0F18zNaFyOklxPG91ckioPB,12979501,Poseidion - Cape Monodendri,Ionia,"{""type"": ""Point"", ""coordinates"": [27.276944000000004, 37.512222]}"
ngQX0I48cRnI4RnoaQ525fnVrQE,12979504,Ta Talianakia,Ionia,"{""type"": ""Point"", ""coordinates"": [27.336084272581076, 37.372476957009006]}"
ngSZ0K68eSJKdTpOcS74chpPtSG,12979506,Talikui,Karia,"{""type"": ""Point"", ""coordinates"": [27.393788502686707, 37.41415667065359]}"
ngGN2G08sGdY2HdOqH185vdbhIU,12980320,I Kukuretsa,Ionia,"{""type"": ""Point"", ""coordinates"": [27.338647646565956, 37.4162106143228]}"
ngDK4D38pFUV7EaLnDM1qsaIeDR,12980843,Kırk İçi,Ionia,"{""type"": ""Point"", ""coordinates"": [27.341899385806155, 37.43156550909578]}"
ngOV5W48aQVGzPlOyPn26dlLpPC,12981854,Derenkuyu,Karia,"{'object': {'nodegoat_id': 'ngOV5W48aQVGzPlOyPn26dlLpPC', 'object_id': 12981854, 'object_name': 'Derenkuyu', 'object_name_plain': None, 'object_name_style': [], 'object_style': [], 'object_sources': [], 'object_version': '', 'object_dating': '2022-12-12T17:41:09Z'}, 'object_definitions': {'35464': {'object_description_id': 35464, 'object_definition_ref_object_id': None, 'object_definition_value': 'Derenkuyu', 'object_definition_sources': [], 'object_definition_style': []}, '35470': {'object_description_id': 35470, 'object_definition_ref_object_id': 11945194, 'object_definition_value': 'Western Anatolia', 'object_definition_sources': [], 'object_definition_style': []}, '37737': {'object_description_id': 37737, 'object_definition_ref_object_id': 12409556, 'object_definition_value': 'Karia', 'object_definition_sources': [], 'object_definition_style': []}, '45617': {'object_description_id': 45617, 'object_definition_ref_object_id': [13960731], 'object_definition_value': ['Hillside'], 'object_definition_sources': [], 'object_definition_style': []}, '35469': {'object_description_id': 35469, 'object_definition_ref_object_id': None, 'object_definition_value': 'A modern village on the Milesian peninsula.', 'object_definition_sources': [], 'object_definition_style': []}, '45313': {'object_description_id': 45313, 'object_definition_ref_object_id': [13814002], 'object_definition_value': ['Survey'], 'object_definition_sources': [], 'object_definition_style': []}, '38059': {'object_description_id': 38059, 'object_definition_ref_object_id': [], 'object_definition_value': [], 'object_definition_sources': [], 'object_definition_style': []}, '45314': {'object_description_id': 45314, 'object_definition_ref_object_id': [], 'object_definition_value': [], 'object_definition_sources': [], 'object_definition_style': []}}, 'object_subs': []}"
ngWD6E28iYNO3XtIgWP02ltXxWq,12981862,Akköy,Ionia,"{""type"": ""Point"", ""coordinates"": [27.265747901792942, 37.494075665253746]}"
ngAH6I68mBRS6BxukAz48pxXbBO,12981866,Kjork,Ionia,"{""type"": ""Point"", ""coordinates"": [27.3495102213395, 37.50025452669205]}"
ngCJ6w88oCJU0DzKmEV68rzxdEQ,12981868,Saplatan Sırt,Karia,"{""type"": ""Point"", ""coordinates"": [27.411926532497144, 37.430629535702685]}"
ngGN7w28sHdY5HdaqHf06vdLhGU,12981872,Karaveli Tepe,Karia,"{""type"": ""Point"", ""coordinates"": [27.399974829384373, 37.42320535483239]}"
ngOV8A08aQFG2PlKyPH8zdlDpPC,12981880,Lade,Ionia,"{""type"": ""Point"", ""coordinates"": [27.22553770995072, 37.530429135183304]}"
ngQX8C28cSXI6RnUaSJ02fnVrSE,12981882,Yeniköy,Ionia,"{""type"": ""Point"", ""coordinates"": [27.30234192126295, 37.49680468950319]}"
ngMT2I68yMjE6NjQwN749bjZnOA,12991226,Turlas,Ionia,"{""type"": ""Point"", ""coordinates"": [27.254958489645936, 37.45432031689097]}"
ngWD3A68iYDOgXtmgYF40ltXxXq,12991336,Miletos - Zeytintepe,Ionia,"{""type"": ""Point"", ""coordinates"": [27.3, 37.5]}"
ngXE3F78jXOPiYuLhXG5kmuQyXr,12991337,Miletos - Kalabaktepe,Ionia,"{""type"": ""Point"", ""coordinates"": [27.26574833130758, 37.52051316525841]}"
ngYF3C88kYvQ3ZvKiYH62nvDzZM,12991338,Miletos - Değirmentepe,Ionia,"{""type"": ""Point"", ""coordinates"": [27.253465057151928, 37.51526651104147]}"
ngRY8h38dRIJ7SoZbTK13goGsRF,13005583,Ioniapolis,Karia,"{""type"": ""Point"", ""coordinates"": [27.508323999999998, 37.474596]}"
ngWD1I08iWNO3XtKgXF81ltJxHK,13008910,Ta Marmara,Ionia,
ngGN2G08sGdY2HdaqHf82vdPhGa,13008920,Pidasa,Karia,"{""type"": ""Point"", ""coordinates"": [27.57211, 37.401041]}"
ngWD3A68iYDOgXtAgXP40ltTxYK,13008936,Argasa,Ionia,"{""type"": ""Point"", ""coordinates"": [27.33800843327804, 37.37222474263473]}"
ngZG3D98lAQRjAwRjAS7lowMaAN,13008939,Sarıkemer,Ionia,"{""type"": ""Point"", ""coordinates"": [27.36667, 37.55]}"
ngPW5X58bRWHcQmHzRI3bemUqQD,13019655,Karalis,,"{""type"": ""Point"", ""coordinates"": [9.1592143, 39.1812044]}"
ngIP7y48uKZA7JfcsI525xfVjIW,13019674,Ogryle,,"{'object': {'nodegoat_id': 'ngIP7y48uKZA7JfcsI525xfVjIW', 'object_id': 13019674, 'object_name': 'Ogryle', 'object_name_plain': None, 'object_name_style': [], 'object_style': [], 'object_sources': [], 'object_version': '', 'object_dating': '2022-06-24T13:34:48Z'}, 'object_definitions': {'35464': {'object_description_id': 35464, 'object_definition_ref_object_id': None, 'object_definition_value': 'Ogryle', 'object_definition_sources': [], 'object_definition_style': []}, '35470': {'object_description_id': 35470, 'object_definition_ref_object_id': 11945196, 'object_definition_value': 'Sardinia', 'object_definition_sources': [], 'object_definition_style': []}, '45617': {'object_description_id': 45617, 'object_definition_ref_object_id': [], 'object_definition_value': [], 'object_definition_sources': [], 'object_definition_style': []}, '35469': {'object_description_id': 35469, 'object_definition_ref_object_id': None, 'object_definition_value': 'According to Pausanias, this is a settlement  in Sardinia which was founded by Athenians. It has not been possible to identify this site, but Padria near Bosa has been suggested.', 'object_definition_sources': [], 'object_definition_style': []}, '45313': {'object_description_id': 45313, 'object_definition_ref_object_id': [], 'object_definition_value': [], 'object_definition_sources': [], 'object_definition_style': []}, '38059': {'object_description_id': 38059, 'object_definition_ref_object_id': [], 'object_definition_value': [], 'object_definition_sources': [], 'object_definition_style': []}, '45314': {'object_description_id': 45314, 'object_definition_ref_object_id': [], 'object_definition_value': [], 'object_definition_sources': [], 'object_definition_style': []}}, 'object_subs': []}"
ngAH4E08mBRS5BxukCT8lpxzbAu,13038440,Cyinda,Cilicia Aspera,"{""type"": ""Point"", ""coordinates"": [35.123450843768, 37.001591602794]}"
ngEL7y08qErW3FbyoEN84tbNfEy,13143970,Miletos - Kazartepe,Ionia,"{""type"": ""Point"", ""coordinates"": [27.27819442749023, 37.52470308242787]}"
ngQX8C28cSXI4RnkaRp0dfnZrRk,13143982,Balat,Ionia,"{""type"": ""Point"", ""coordinates"": [27.273779999999995, 37.516325]}"
ngXE8v98jXkP0YuXhXw7jmuCyZL,13143989,Ustaahmet Sırt,Ionia,"{""type"": ""Point"", ""coordinates"": [27.26437354006171, 37.46538537267541]}"
ngYF9w08kZPQ2ZvQiYR85nvLzZM,13143990,Merdivensiz Mevki,Ionia,"{""type"": ""Point"", ""coordinates"": [27.27599866850344, 37.46497843412236]}"
ngOV0G28aPFGyPlSyQH02dlLpPC,13144002,Mengereb Mevki,Ionia,"{""type"": ""Point"", ""coordinates"": [27.319679, 37.491236]}"
ngDK6x98pDaV3EaDnDc73saIeER,13144069,Mengereb Tepe,Ionia,"{""type"": ""Point"", ""coordinates"": [27.33231519578099, 37.4802569801951]}"
ngHO7x38tJYZ3IefrHg17weEiHV,13144073,Islamyoran,Ionia,"{""type"": ""Point"", ""coordinates"": [27.270015618128852, 37.40605004050739]}"
ngBI9v38nDITnCyJlC415qyacBv,13144093,Didyma - Yenihisar Tepe,Ionia,"{""type"": ""Point"", ""coordinates"": [27.256371371690097, 37.38564135757407]}"
ngHO9b98tIuZ4IeZrHg71weUiJV,13144099,Mesut Tatil Köy,Ionia,"{""type"": ""Point"", ""coordinates"": [27.224280472858354, 37.35798011099416]}"
ngUB0M88gUBM1VroeV960jrDvUo,13144108,Altınkum,Ionia,"{""type"": ""Point"", ""coordinates"": [27.28786, 37.35765]}"
ngYF9w08kZPQ1ZvYiY18invLzYM,13196390,Klazomenai - Yıldıztepe,Ionia,"{""type"": ""Point"", ""coordinates"": [26.764444, 38.355]}"
ngZG9x18lAGR3AwpjZS9jowMaAN,13196391,Klazomenai - Monastirakia,Ionia,"{""type"": ""Point"", ""coordinates"": [26.759308554105488, 38.36593722104549]}"
ngBI1B58nBST5CyXlC639qywcMP,13196415,Klazomenai - Akpınar,Ionia,"{""type"": ""Point"", ""coordinates"": [26.76330138173447, 38.37001025225067]}"
ngPW2L98bQGH1QmHzRI7bemYqPj,13196429,Klazomenai - Kalabak,Ionia,"{""type"": ""Point"", ""coordinates"": [26.795714071856366, 38.35391508552605]}"
ngVC3Z58hWiNiWsRfXE3fksIwXJ,13196435,Klazomenai - DSI necropolis,Ionia,"{""type"": ""Point"", ""coordinates"": [26.79105630624118, 38.356112942175464]}"
ngAH4E08mBRSlBxMkAJ8mpxBbAu,13196440,Nalbant Tepe,Ionia,"{""type"": ""Point"", ""coordinates"": [26.756555449447724, 38.37895281405883]}"
ngTA3P38fTKLdUqFdVM13iqMuTn,13539433,Asartepe,Ionia,"{""type"": ""Point"", ""coordinates"": [26.95286323256724, 38.15423836342835]}"
ngZG3D98lZmR9AwtjZ074owOaZN,13539439,Karatepe - Oroanna,Ionia,"{""type"": ""Point"", ""coordinates"": [27.108772023578236, 38.22491476480851]}"
ngBI9v38nDIT5CyXlDK1oqyGcDP,13550693,Diocaesarea,Cilicia Aspera,"{""type"": ""Point"", ""coordinates"": [33.922253, 36.581345666667]}"
ngXE3B78jZEP8YurhZG58muwyYr,13560437,Lyrbe/Seleukeia,Cilicia Aspera,"{""type"": ""Point"", ""coordinates"": [31.475921, 36.873988]}"
ngDK4D38pFKVqEaDnDc15saEeEx,13560443,Etenna,Cilicia Aspera,"{""type"": ""Point"", ""coordinates"": [31.442749999999997, 36.9973045]}"
ngFM4J58rFMX7GcJpG638ucagHT,13560445,Side,Cilicia Aspera,"{""type"": ""Point"", ""coordinates"": [31.394088500000002, 36.772309]}"
ngKR5W08wKxC3LhGuKT80zhLlKe,13560450,Syedra,Cilicia Aspera,"{""type"": ""Point"", ""coordinates"": [32.14768516559, 36.445967152475]}"
ngBI6v78nBSTmCyPlBK58qywcBP,13560467,Iotape,Cilicia Aspera,"{""type"": ""Point"", ""coordinates"": [32.236803264273, 36.319955378017]}"
ngEL7y08qErWrFbQoFN8rtbNfEy,13560470,Antiochia ad Cragum,Cilicia Aspera,"{""type"": ""Point"", ""coordinates"": [32.46938, 36.13045]}"
ngMT2I68yMjE1NjUwOV41bjVnMg,13560626,Philadelpheia,Cilicia Aspera,"{""type"": ""Point"", ""coordinates"": [33.0250915, 36.622766]}"
ngQX3I08cRnI4RnIaQp8afnRrQk,13560630,Adrassos,Cilicia Aspera,"{""type"": ""Point"", ""coordinates"": [33.129851, 36.655564]}"
ngSZ3K28eUZKdTpOcT305hpHtTG,13560632,Anemourion,Cilicia Aspera,"{""type"": ""Point"", ""coordinates"": [32.803286121326, 36.024263134238]}"
ngWD3A68iYNO7XtOgWP47ltXxXq,13560636,Arsinoe,Cilicia Aspera,"{""type"": ""Point"", ""coordinates"": [33.031246, 36.094697333333]}"
ngEL4I48qEVW4FbWoGN24tbXfFy,13560644,Seleucia ad Calycadnum,Cilicia Aspera,"{""type"": ""Point"", ""coordinates"": [33.9214625, 36.379274]}"
ngUB0M88gUBM3VrIeU96gjrDvVo,13561008,Elaioussa,Cilicia Aspera,"{""type"": ""Point"", ""coordinates"": [34.176518666667, 36.487266]}"
ngHO2D18tIeZrIeHrIg9rweUiJV,13561021,Adana,Cilicia Pedias,"{""type"": ""Point"", ""coordinates"": [35.3325011, 36.9949537]}"
ngYF3C88kYvQ8ZvUiZH6lnvLzYM,13561038,Mallos,Cilicia Pedias,"{""type"": ""Point"", ""coordinates"": [35.453557, 36.7395805]}"
ngJQ4J98vKwB1KgXtK07vygikJd,13561049,Mersin - Zephyrion,Cilicia Pedias,"{""type"": ""Point"", ""coordinates"": [34.58290100097656, 36.78016729631467]}"
ngHO9b98tIuZ2IePrIg79weciJV,13561399,Pityoussa,Cilicia Aspera,"{""type"": ""Point"", ""coordinates"": [33.76960168729479, 36.188973197351544]}"
ngUB0M88gUBM3VrIeU963jrlvVo,13561408,Ephesos - Ayasoluk,Ionia,"{""type"": ""Point"", ""coordinates"": [27.36849, 37.95137]}"
ngQX3I08cRnI4RnIaQ180fnFrSE,13561430,Halkapınar,Ionia,"{""type"": ""Point"", ""coordinates"": [27.48967253761571, 38.004218805077755]}"
ngXE6F38jXOP6YuPhZG18muUyYL,13561663,Magarsos,Cilicia Pedias,"{""type"": ""Point"", ""coordinates"": [35.3455155, 36.5449515]}"
ngZG6H58lZwR0AwNjZy3mowWaAN,13561665,Aegaeae,Cilicia Pedias,"{""type"": ""Point"", ""coordinates"": [35.789487, 36.769676]}"
ngEL7y08qErWrFbQoE184tbdfFy,13561670,Epiphaneia,Cilicia Pedias,"{""type"": ""Point"", ""coordinates"": [36.154414666667, 36.961892333333]}"
ngKR7a68wKxCwLhOuKD4xzhZlLY,13561676,Kastabala/Hierapolis,Cilicia Pedias,"{""type"": ""Point"", ""coordinates"": [36.1873455, 37.176408]}"
ngTA8r58fUgL6UqndTM37iqQuTH,13561685,Anazarbos,Cilicia Pedias,"{""type"": ""Point"", ""coordinates"": [35.898447, 37.256021]}"
ngNU0F18zNkF3OkhxNm96ckAoNB,13561701,Karasis fortress,Cilicia Pedias,"{""type"": ""Point"", ""coordinates"": [35.86988, 37.54514]}"
